"","Column","activity_nr","X.x","reporting_id","state_flag","estab_name","site_address","site_city","site_state","site_zip","owner_type","owner_code","adv_notice","safety_hlth","sic_code","naics_code","insp_type","insp_scope","why_no_insp","union_status","safety_manuf","safety_const","safety_marit","health_manuf","health_const","health_marit","migrant","mail_street","mail_city","mail_state","mail_zip","host_est_key","nr_in_estab","open_date","case_mod_date","close_conf_date","close_case_date","ld_dt","year","X.y","citation_id","delete_flag","standard","viol_type","issuance_date","abate_date","abate_complete","current_penalty","initial_penalty","contest_date","final_order_date","nr_instances","nr_exposed","rec","gravity","emphasis","hazcat","fta_insp_nr","fta_issuance_date","fta_penalty","fta_contest_date","fta_final_order_date","hazsub1","hazsub2","hazsub3","hazsub4","hazsub5","load_dt"
"45",116,125531889,23,950615,NA,"PRISON INDUSTRY AUTHORITY","SAN QUENTIN PRISON","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"PO BOX-B","SAN QUENTIN","CA",94964,"N055    000017754",6600,"2007-03-29","2010-08-26","2007-05-03","2010-07-16","2011-10-14 16:38:47 EDT",2010,9031894,"02001","","3314 J02","S","2007-05-03","2007-05-29","X",605,6075,"2007-05-25","2010-03-10",1,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"46",117,125531889,23,950615,NA,"PRISON INDUSTRY AUTHORITY","SAN QUENTIN PRISON","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"PO BOX-B","SAN QUENTIN","CA",94964,"N055    000017754",6600,"2007-03-29","2010-08-26","2007-05-03","2010-07-16","2011-10-14 16:38:47 EDT",2010,9031895,"01002","","3314 G02","O","2007-05-03","2007-05-29","X",675,675,"2007-05-25","2010-03-10",1,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"47",118,125531889,23,950615,NA,"PRISON INDUSTRY AUTHORITY","SAN QUENTIN PRISON","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"PO BOX-B","SAN QUENTIN","CA",94964,"N055    000017754",6600,"2007-03-29","2010-08-26","2007-05-03","2010-07-16","2011-10-14 16:38:47 EDT",2010,9031896,"01001","","342 A","O","2007-05-03","2007-05-08","I",3500,5000,"2007-05-25","2010-03-10",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"48",119,125531889,23,950615,NA,"PRISON INDUSTRY AUTHORITY","SAN QUENTIN PRISON","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"PO BOX-B","SAN QUENTIN","CA",94964,"N055    000017754",6600,"2007-03-29","2010-08-26","2007-05-03","2010-07-16","2011-10-14 16:38:47 EDT",2010,9031897,"03001","X","3314 C","S","2007-05-03","2007-05-08","I",NA,18000,"2007-05-25","2010-03-10",1,2,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"49",120,125540302,24,950615,NA,"CA DEPT OF CORRECTIONS","SAN QUENTIN WATERFRONT WAREHOUSE","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018415",1700,"2008-07-03","2013-03-20","2008-09-03","2010-02-17","2013-03-22 02:45:41 EDT",2010,9033043,"01004","","5207 K01","O","2008-09-04","2008-10-22","X",NA,2000,"2008-09-25","2009-12-09",1,7,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-03-22 02:45:44 EDT"
"50",121,125540302,24,950615,NA,"CA DEPT OF CORRECTIONS","SAN QUENTIN WATERFRONT WAREHOUSE","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018415",1700,"2008-07-03","2013-03-20","2008-09-03","2010-02-17","2013-03-22 02:45:41 EDT",2010,9033044,"01003","","5207 D01    A","O","2008-09-04","2008-10-22","X",420,2000,"2008-09-25","2009-12-09",1,7,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-03-22 02:45:44 EDT"
"51",122,125540302,24,950615,NA,"CA DEPT OF CORRECTIONS","SAN QUENTIN WATERFRONT WAREHOUSE","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018415",1700,"2008-07-03","2013-03-20","2008-09-03","2010-02-17","2013-03-22 02:45:41 EDT",2010,9033045,"01002","","5198 H01","O","2008-09-04","2008-10-22","X",NA,635,"2008-09-25","2009-12-09",1,7,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-03-22 02:45:44 EDT"
"52",123,125540302,24,950615,NA,"CA DEPT OF CORRECTIONS","SAN QUENTIN WATERFRONT WAREHOUSE","SAN QUENTIN","CA",94964,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018415",1700,"2008-07-03","2013-03-20","2008-09-03","2010-02-17","2013-03-22 02:45:41 EDT",2010,9033046,"01001","","5198 D03    A","O","2008-09-04","2008-10-22","X",420,635,"2008-09-25","2009-12-09",1,7,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-03-22 02:45:44 EDT"
"53",124,125540468,25,950615,NA,"CA DEPT OF CORRECTIONS","SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"C",0,"N","S",9223,922140,"A","B","","Y","X","",NA,"","","",NA,"100 MAIN ST","SAN QUENTIN","CA",94964,"N055    000018790",2000,"2008-10-29","2010-12-03","2009-02-04","2010-11-19","2011-10-14 16:38:47 EDT",2010,9033075,"01001","X","4185","S","2009-02-04","2009-02-09","I",NA,18000,"2009-03-17","2010-11-19",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"54",125,125540526,26,950615,NA,"CA DEPT OF CORRECTIONS","TOWER 3 SAN QUENTIN","SAN QUENTIN","CA",94964,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000019038",1600,"2009-05-29","2010-02-17","2009-11-10","2010-01-23","2011-10-14 16:38:47 EDT",2010,9033082,"01001","","3203 A04","O","2009-11-10","2009-11-16","I",150,225,"","",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"55",126,125826016,27,950621,NA,"CAL FIRE - SALT CREEK CONSERV CAMP","10655 ROUND VALLEY RD","PASKENTA","CA",96074,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"","","",0,"N092    000034382",120,"2010-03-09","2010-05-06","2010-03-09","2010-04-22","2011-10-14 16:38:47 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",127,125826099,28,950621,NA,"CAL FIRE - TRINITY RIVER CONSERVATION CAMP","3325 PETITE JOHN RD","LEWISTON","CA",96052,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"","","",0,"N092    000034381",110,"2010-03-17","2010-05-10","2010-03-17","2010-04-21","2011-10-14 16:38:47 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",128,125826107,29,950621,NA,"CA CORRECTIONS - HIGH DESERT STATE PRISON","475-750 RICE CANYON RD","SUSANVILLE","CA",96130,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 790","SUSANVILLE","CA",96127,"N092    000018988",1000,"2010-02-17","2010-04-27","2010-04-05","2010-04-08","2011-10-14 16:38:47 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",129,125826677,30,950621,NA,"CA CORRECTIONS NEW FOLSOM PRISON","100 PRISON RD","REPRESA","CA",95671,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"PO BOX 290002","REPRESA","CA",95671,"N092    000035029",3000,"2010-08-09","2010-08-17","2010-08-09","2010-08-17","2011-10-14 16:38:47 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",130,125826990,2429,950621,NA,"CAL FIRE DEVILS GARDEN CONSERVATION CAMP","DEVIL'S GARDEN, HOWARD GULCH CAMPGROUNDS","ALTURAS","CA",96101,"C",0,"N","S",851,115310,"A","B","","N","X","",NA,"","","",NA,"PO BOX 490","ALTURAS","CA",96101,"N092    000035363",70,"2010-11-16","2011-01-19","2010-11-16","2011-01-19","2011-10-14 16:38:47 EDT",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",131,125827618,31,950621,NA,"CAL FIRE - DEVIL GARDEN CONSERVATION CAMP","2300 CO RD 74","ALTURAS","CA",96101,"C",0,"N","S",9223,922140,"A","B","","N","X","",NA,"","","",NA,"PO BOX 100","ALTURAS","CA",96101,"N092    000036173",80,"2011-07-07","2011-12-14","2011-11-29","2011-12-06","2011-12-16 01:00:30 EST",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",132,125827980,32,950621,NA,"DEL NORTE CO SHERIFF'S DEPT","650 5TH ST","CRESCENT CITY","CA",95531,"B",0,"N","S",9223,922140,"A","B","","Y","X","",NA,"","","",NA,"981 H ST STE 250","CRESCENT CITY","CA",95531,"N092    000037020",50,"2012-01-26","2012-03-16","2012-01-26","2012-03-15","2012-03-20 01:00:30 EDT",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",133,125828152,33,950621,NA,"CALFIRE - ALDER CONSERVATION CAMP","1400 ALDER CAMP R","KLAMATH","CA",95548,"C",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"PO BOX 906","KLAMATH","CA",95548,"N092    000021962",112,"2012-05-11","2015-12-01","2012-08-08","2013-11-22","2015-12-04 01:03:46 EST",2013,9063405,"01001","","43000001 A","S","2012-08-24","2012-08-29","I",22500,22500,"2012-08-31","2013-11-21",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-12-04 01:04:05 EST"
"63",134,125916916,34,950632,NA,"CA STATE PRISON- RICHARD J . DONOVAN","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000000724",1300,"2002-09-24","2012-04-09","2003-01-21","2010-09-13","2012-04-11 01:00:31 EDT",2010,9077482,"01001","","23400016 C","O","2003-01-24","2003-01-29","I",150,150,"","2005-09-14",1,5,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-04-11 01:00:35 EDT"
"64",135,125916916,34,950632,NA,"CA STATE PRISON- RICHARD J . DONOVAN","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000000724",1300,"2002-09-24","2012-04-09","2003-01-21","2010-09-13","2012-04-11 01:00:31 EDT",2010,9077483,"01005","","5193 G02    G","O","2003-01-24","2003-09-26","X",300,300,"2003-03-03","2005-09-14",1,40,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-04-11 01:00:35 EDT"
"65",136,125916916,34,950632,NA,"CA STATE PRISON- RICHARD J . DONOVAN","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000000724",1300,"2002-09-24","2012-04-09","2003-01-21","2010-09-13","2012-04-11 01:00:31 EDT",2010,9077484,"01004","","5193 C02    C","O","2003-01-24","2003-02-20","X",225,225,"2003-03-03","2005-09-14",1,70,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-04-11 01:00:35 EDT"
"66",137,125916916,34,950632,NA,"CA STATE PRISON- RICHARD J . DONOVAN","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000000724",1300,"2002-09-24","2012-04-09","2003-01-21","2010-09-13","2012-04-11 01:00:31 EDT",2010,9077485,"01003","","5193 C01    B","O","2003-01-24","2003-02-20","X",335,335,"2003-03-03","2005-09-14",1,70,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-04-11 01:00:35 EDT"
"67",138,125916916,34,950632,NA,"CA STATE PRISON- RICHARD J . DONOVAN","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000000724",1300,"2002-09-24","2012-04-09","2003-01-21","2010-09-13","2012-04-11 01:00:31 EDT",2010,9077486,"02001","","5193 D03    A","S","2003-01-24","2003-02-20","X",4050,4050,"2003-03-03","2005-09-14",1,5,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-04-11 01:00:35 EDT"
"68",139,125916916,34,950632,NA,"CA STATE PRISON- RICHARD J . DONOVAN","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000000724",1300,"2002-09-24","2012-04-09","2003-01-21","2010-09-13","2012-04-11 01:00:31 EDT",2010,9077487,"01002","","5193 C01    E","O","2003-01-24","2003-02-20","X",300,300,"2003-03-03","2005-09-14",1,70,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-04-11 01:00:35 EDT"
"69",140,125943696,35,950632,NA,"R.J. DONOVAN PRISON","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000020605",32000,"2005-02-24","2016-05-18","2005-07-05","2016-05-10","2016-06-30 01:10:52 EDT",2016,9083377,"01002","","5144 D03    C2B","O","2005-07-05","2005-08-19","X",NA,250,"2005-08-22","2007-11-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"70",141,125943696,35,950632,NA,"R.J. DONOVAN PRISON","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000020605",32000,"2005-02-24","2016-05-18","2005-07-05","2016-05-10","2016-06-30 01:10:52 EDT",2016,9083378,"01003","","5144 E01","O","2005-07-05","2005-08-19","X",250,250,"2005-08-22","2007-11-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"71",142,125943696,35,950632,NA,"R.J. DONOVAN PRISON","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000020605",32000,"2005-02-24","2016-05-18","2005-07-05","2016-05-10","2016-06-30 01:10:52 EDT",2016,9083379,"01004","","5144 F01","O","2005-07-05","2005-08-19","X",NA,250,"2005-08-22","2007-11-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"72",143,125943696,35,950632,NA,"R.J. DONOVAN PRISON","480 ALTA RD","SAN DIEGO","CA",92179,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N064    000020605",32000,"2005-02-24","2016-05-18","2005-07-05","2016-05-10","2016-06-30 01:10:52 EDT",2016,9083380,"01001","","5144 D01    C","O","2005-07-05","2005-08-19","X",250,250,"2005-08-22","2007-11-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"73",144,125966499,36,950633,NA,"CA STATE OF DEPT CORRECTIONS/CIM","14901 S CENTRAL AVE","CHINO","CA",91710,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"P O  BOX 128","CHINO","CA",91708,"N088    000010206",2000,"2005-12-13","2011-05-11","2006-06-09","2010-03-22","2011-10-14 16:38:47 EDT",2010,9088179,"01001","","3203 A","O","2006-06-09","2006-07-12","X",420,420,"","",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"74",145,126065739,37,950642,NA,"CA DEPT OF CORRECTIONS","2444 S ALAMEDA ST","LOS ANGELES","CA",90058,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N062    000022717",140,"2008-08-15","2012-09-28","2008-11-05","2012-09-22","2012-10-02 01:00:27 EDT",2012,9108622,"01004","","5142 B03","O","2008-11-05","2008-11-23","X",185,185,"","",1,140,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-10-02 01:00:29 EDT"
"75",146,126065739,37,950642,NA,"CA DEPT OF CORRECTIONS","2444 S ALAMEDA ST","LOS ANGELES","CA",90058,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N062    000022717",140,"2008-08-15","2012-09-28","2008-11-05","2012-09-22","2012-10-02 01:00:27 EDT",2012,9108623,"01003","","3362 G","O","2008-11-05","2008-11-23","X",420,420,"","",1,4,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-10-02 01:00:29 EDT"
"76",147,126065739,37,950642,NA,"CA DEPT OF CORRECTIONS","2444 S ALAMEDA ST","LOS ANGELES","CA",90058,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N062    000022717",140,"2008-08-15","2012-09-28","2008-11-05","2012-09-22","2012-10-02 01:00:27 EDT",2012,9108624,"01002","","3362 A","O","2008-11-05","2008-11-23","X",420,420,"","",2,4,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-10-02 01:00:29 EDT"
"77",148,126065739,37,950642,NA,"CA DEPT OF CORRECTIONS","2444 S ALAMEDA ST","LOS ANGELES","CA",90058,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N062    000022717",140,"2008-08-15","2012-09-28","2008-11-05","2012-09-22","2012-10-02 01:00:27 EDT",2012,9108625,"01001","","3203 A06","O","2008-11-05","2009-01-08","X",750,750,"","",2,140,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-10-02 01:00:29 EDT"
"78",149,126065739,37,950642,NA,"CA DEPT OF CORRECTIONS","2444 S ALAMEDA ST","LOS ANGELES","CA",90058,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N062    000022717",140,"2008-08-15","2012-09-28","2008-11-05","2012-09-22","2012-10-02 01:00:27 EDT",2012,9108626,"01005","","6151 E","O","2008-11-05","2008-11-23","X",465,465,"","",2,140,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2012-10-02 01:00:29 EDT"
"79",150,126089002,38,950644,NA,"CA YOUTH AUTHORITY-FRED C NELLES CORRECTIONAL","11850 E. WHITTIER BLVD.","WHITTIER","CA",90601,"A",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N087    000018154",400,"2003-04-28","2010-12-09","2003-05-23","2010-09-13","2011-10-14 16:38:47 EDT",2010,9115023,"01001","","23400016 C","O","2003-05-23","2003-06-25","X",185,185,"","",1,3,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"80",151,126089002,38,950644,NA,"CA YOUTH AUTHORITY-FRED C NELLES CORRECTIONAL","11850 E. WHITTIER BLVD.","WHITTIER","CA",90601,"A",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N087    000018154",400,"2003-04-28","2010-12-09","2003-05-23","2010-09-13","2011-10-14 16:38:47 EDT",2010,9115024,"02001","","3210 A","O","2003-05-23","2003-06-25","X",375,375,"","",1,3,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"81",152,126154327,39,950641,NA,"CA CORRECTIONS AND REHABILITATION","2215 TRUXTUN AVE.","BAKERSFIELD","CA",93301,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"701 SCOFIELD AVE.","WASCO","CA",93280,"N090    000031977",55,"2013-02-13","2016-05-23","2013-08-08","2013-10-16","2016-06-30 01:10:52 EDT",2013,9127954,"01004","","5199 G07","O","2013-08-12","2013-09-04","X",750,750,"","2013-10-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"82",153,126154327,39,950641,NA,"CA CORRECTIONS AND REHABILITATION","2215 TRUXTUN AVE.","BAKERSFIELD","CA",93301,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"701 SCOFIELD AVE.","WASCO","CA",93280,"N090    000031977",55,"2013-02-13","2016-05-23","2013-08-08","2013-10-16","2016-06-30 01:10:52 EDT",2013,9127952,"01005","","5199 H05","O","2013-08-12","2013-09-04","X",750,750,"","2013-10-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"83",154,126154327,39,950641,NA,"CA CORRECTIONS AND REHABILITATION","2215 TRUXTUN AVE.","BAKERSFIELD","CA",93301,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"701 SCOFIELD AVE.","WASCO","CA",93280,"N090    000031977",55,"2013-02-13","2016-05-23","2013-08-08","2013-10-16","2016-06-30 01:10:52 EDT",2013,9127953,"02001","","5199 G06    B","S","2013-08-12","2013-09-04","X",6750,6750,"","2013-10-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"84",155,126154327,39,950641,NA,"CA CORRECTIONS AND REHABILITATION","2215 TRUXTUN AVE.","BAKERSFIELD","CA",93301,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"701 SCOFIELD AVE.","WASCO","CA",93280,"N090    000031977",55,"2013-02-13","2016-05-23","2013-08-08","2013-10-16","2016-06-30 01:10:52 EDT",2013,9127955,"01003","","5199 G05","O","2013-08-12","2013-09-04","X",750,750,"","2013-10-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"85",156,126154327,39,950641,NA,"CA CORRECTIONS AND REHABILITATION","2215 TRUXTUN AVE.","BAKERSFIELD","CA",93301,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"701 SCOFIELD AVE.","WASCO","CA",93280,"N090    000031977",55,"2013-02-13","2016-05-23","2013-08-08","2013-10-16","2016-06-30 01:10:52 EDT",2013,9127956,"01002","","5199 G02","O","2013-08-12","2013-09-04","X",750,750,"","2013-10-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"86",157,126154327,39,950641,NA,"CA CORRECTIONS AND REHABILITATION","2215 TRUXTUN AVE.","BAKERSFIELD","CA",93301,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"701 SCOFIELD AVE.","WASCO","CA",93280,"N090    000031977",55,"2013-02-13","2016-05-23","2013-08-08","2013-10-16","2016-06-30 01:10:52 EDT",2013,9127957,"01001","","5199 D01","O","2013-08-12","2013-09-03","X",750,750,"","2013-10-16",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"87",159,300750007,41,950615,NA,"CA DEPT OF CORRECTIONS SAN QUENTIN","MAINTENANCE VOCATIONAL BLDG","SAN QUENTIN","CA",94964,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018687",50000,"2008-09-02","2011-12-01","2009-02-13","2010-12-04","2011-12-03 02:39:30 EST",2010,10097055,"01002","","5143 A05","O","2009-02-18","2009-03-23","X",210,850,"2009-04-02","2009-07-16",5,6,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-12-03 02:39:33 EST"
"88",160,300750007,41,950615,NA,"CA DEPT OF CORRECTIONS SAN QUENTIN","MAINTENANCE VOCATIONAL BLDG","SAN QUENTIN","CA",94964,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018687",50000,"2008-09-02","2011-12-01","2009-02-13","2010-12-04","2011-12-03 02:39:30 EST",2010,10097054,"01001","","5097 B01","O","2009-02-18","2009-03-23","X",210,635,"2009-04-02","2010-07-16",1,5,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-12-03 02:39:33 EST"
"89",161,300750007,41,950615,NA,"CA DEPT OF CORRECTIONS SAN QUENTIN","MAINTENANCE VOCATIONAL BLDG","SAN QUENTIN","CA",94964,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018687",50000,"2008-09-02","2011-12-01","2009-02-13","2010-12-04","2011-12-03 02:39:30 EST",2010,10097059,"01006","","5206 D01","O","2009-02-18","2009-03-23","X",NA,635,"2009-04-02","2010-07-16",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-12-03 02:39:33 EST"
"90",162,300750007,41,950615,NA,"CA DEPT OF CORRECTIONS SAN QUENTIN","MAINTENANCE VOCATIONAL BLDG","SAN QUENTIN","CA",94964,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018687",50000,"2008-09-02","2011-12-01","2009-02-13","2010-12-04","2011-12-03 02:39:30 EST",2010,10097056,"01003","","5194 H02    E","O","2009-02-18","2009-03-23","X",210,635,"2009-04-02","2010-07-16",1,14,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-12-03 02:39:33 EST"
"91",163,300750007,41,950615,NA,"CA DEPT OF CORRECTIONS SAN QUENTIN","MAINTENANCE VOCATIONAL BLDG","SAN QUENTIN","CA",94964,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"SAN QUENTIN STATE PRISON","SAN QUENTIN","CA",94964,"N055    000018687",50000,"2008-09-02","2011-12-01","2009-02-13","2010-12-04","2011-12-03 02:39:30 EST",2010,10097057,"01007","","5207 K01","O","2009-02-18","2009-03-23","X",NA,635,"2009-04-02","2010-07-16",1,5,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-12-03 02:39:33 EST"
